ITER,KERNEL,PRECISION,RECALL,F-SCORE,C,GAMMA
10,sigmoid,[ 0.31862745  0.31122449],[ 0.325  0.305],[ 0.32178218  0.30808081],10,100
10,sigmoid,[ 0.38297872  0.39622642],[ 0.36  0.42],[ 0.37113402  0.40776699],10,1000
10,sigmoid,[ 0.94382022  0.85585586],[ 0.84  0.95],[ 0.88888889  0.90047393],100,0.001
10,sigmoid,[ 0.93956044  0.86697248],[ 0.855  0.945],[ 0.89528796  0.90430622],100,0.01
10,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],100,0.1
10,sigmoid,[ 0.86413043  0.81018519],[ 0.795  0.875],[ 0.828125    0.84134615],100,1
10,sigmoid,[ 0.24038462  0.21875   ],[ 0.25  0.21],[ 0.24509804  0.21428571],100,10
10,sigmoid,[ 0.31683168  0.31313131],[ 0.32  0.31],[ 0.31840796  0.31155779],100,100
10,sigmoid,[ 0.38297872  0.39622642],[ 0.36  0.42],[ 0.37113402  0.40776699],100,1000
10,sigmoid,[ 0.93956044  0.86697248],[ 0.855  0.945],[ 0.89528796  0.90430622],1000,0.001
10,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],1000,0.01
10,sigmoid,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],1000,0.1
10,sigmoid,[ 0.86413043  0.81018519],[ 0.795  0.875],[ 0.828125    0.84134615],1000,1
10,sigmoid,[ 0.24038462  0.21875   ],[ 0.25  0.21],[ 0.24509804  0.21428571],1000,10
10,sigmoid,[ 0.31683168  0.31313131],[ 0.32  0.31],[ 0.31840796  0.31155779],1000,100
10,sigmoid,[ 0.38297872  0.39622642],[ 0.36  0.42],[ 0.37113402  0.40776699],1000,1000
10,rbf,[ 0.93370166  0.85844749],[ 0.845  0.94 ],[ 0.88713911  0.8973747 ],0.01,0.001
10,rbf,[ 0.93370166  0.85844749],[ 0.845  0.94 ],[ 0.88713911  0.8973747 ],0.01,0.01
10,rbf,[ 0.94382022  0.85585586],[ 0.84  0.95],[ 0.88888889  0.90047393],0.01,0.1
10,rbf,[ 0.94318182  0.84821429],[ 0.83  0.95],[ 0.88297872  0.89622642],0.01,1
10,rbf,[ 0.94382022  0.85585586],[ 0.84  0.95],[ 0.88888889  0.90047393],0.01,10
10,rbf,[ 0.97744361  0.73782772],[ 0.65   0.985],[ 0.78078078  0.84368308],0.01,100
10,rbf,[ 0.52105263  0.9       ],[ 0.99  0.09],[ 0.68275862  0.16363636],0.01,1000
10,rbf,[ 0.93370166  0.85844749],[ 0.845  0.94 ],[ 0.88713911  0.8973747 ],0.1,0.001
10,rbf,[ 0.93370166  0.85844749],[ 0.845  0.94 ],[ 0.88713911  0.8973747 ],0.1,0.01
10,rbf,[ 0.94318182  0.84821429],[ 0.83  0.95],[ 0.88297872  0.89622642],0.1,0.1
10,rbf,[ 0.94444444  0.86363636],[ 0.85  0.95],[ 0.89473684  0.9047619 ],0.1,1
10,rbf,[ 0.93684211  0.8952381 ],[ 0.89  0.94],[ 0.91282051  0.91707317],0.1,10
10,rbf,[ 0.93956044  0.86697248],[ 0.855  0.945],[ 0.89528796  0.90430622],0.1,100
10,rbf,[ 0.73705179  0.89932886],[ 0.925  0.67 ],[ 0.82039911  0.76790831],0.1,1000
10,rbf,[ 0.93370166  0.85844749],[ 0.845  0.94 ],[ 0.88713911  0.8973747 ],1,0.001
10,rbf,[ 0.94318182  0.84821429],[ 0.83  0.95],[ 0.88297872  0.89622642],1,0.01
10,rbf,[ 0.94444444  0.86363636],[ 0.85  0.95],[ 0.89473684  0.9047619 ],1,0.1
10,rbf,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],1,1
10,rbf,[ 0.93717277  0.89952153],[ 0.895  0.94 ],[ 0.91560102  0.9193154 ],1,10
10,rbf,[ 0.94179894  0.8957346 ],[ 0.89   0.945],[ 0.9151671   0.91970803],1,100
10,rbf,[ 0.91616766  0.79828326],[ 0.765  0.93 ],[ 0.83378747  0.8591224 ],1,1000
10,rbf,[ 0.94318182  0.84821429],[ 0.83  0.95],[ 0.88297872  0.89622642],10,0.001
10,rbf,[ 0.94444444  0.86363636],[ 0.85  0.95],[ 0.89473684  0.9047619 ],10,0.01
10,rbf,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],10,0.1
10,rbf,[ 0.94086022  0.88317757],[ 0.875  0.945],[ 0.90673575  0.91304348],10,1
10,rbf,[ 0.94210526  0.9       ],[ 0.895  0.945],[ 0.91794872  0.92195122],10,10
10,rbf,[ 0.9035533   0.89162562],[ 0.89   0.905],[ 0.89672544  0.89826303],10,100
10,rbf,[ 0.89940828  0.79220779],[ 0.76   0.915],[ 0.82384824  0.84918794],10,1000
10,rbf,[ 0.94444444  0.86363636],[ 0.85  0.95],[ 0.89473684  0.9047619 ],100,0.001
10,rbf,[ 0.94054054  0.87906977],[ 0.87   0.945],[ 0.9038961   0.91084337],100,0.01
10,rbf,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],100,0.1
10,rbf,[ 0.94148936  0.89150943],[ 0.885  0.945],[ 0.91237113  0.91747573],100,1
10,rbf,[ 0.93684211  0.8952381 ],[ 0.89  0.94],[ 0.91282051  0.91707317],100,10
10,rbf,[ 0.86294416  0.85221675],[ 0.85   0.865],[ 0.85642317  0.85856079],100,100
10,rbf,[ 0.88757396  0.78354978],[ 0.75   0.905],[ 0.81300813  0.83990719],100,1000
10,rbf,[ 0.94054054  0.87906977],[ 0.87   0.945],[ 0.9038961   0.91084337],1000,0.001
10,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],1000,0.01
10,rbf,[ 0.92972973  0.86976744],[ 0.86   0.935],[ 0.89350649  0.90120482],1000,0.1
10,rbf,[ 0.93684211  0.8952381 ],[ 0.89  0.94],[ 0.91282051  0.91707317],1000,1
10,rbf,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],1000,10
10,rbf,[ 0.86772487  0.82938389],[ 0.82   0.875],[ 0.84318766  0.85158151],1000,100
10,rbf,[ 0.89221557  0.78111588],[ 0.745  0.91 ],[ 0.8119891   0.84064665],1000,1000
11,linear,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],0.01
11,linear,[ 0.93406593  0.86238532],[ 0.85  0.94],[ 0.89005236  0.89952153],0.1
11,linear,[ 0.92513369  0.87323944],[ 0.865  0.93 ],[ 0.89405685  0.90072639],1
11,linear,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],10
11,linear,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],100
11,linear,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],1000
11,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.001
11,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.01
11,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.1
11,sigmoid,[ 0.95121951  0.81355932],[ 0.78  0.96],[ 0.85714286  0.88073394],0.01,1
11,sigmoid,[ 0.36871508  0.39366516],[ 0.33   0.435],[ 0.34828496  0.41330166],0.01,10
11,sigmoid,[ 0.50737463  0.54098361],[ 0.86   0.165],[ 0.63821892  0.25287356],0.01,100
11,sigmoid,[ 0.50255102  0.625     ],[ 0.985  0.025],[ 0.66554054  0.04807692],0.01,1000
11,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.1,0.001
11,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.1,0.01
11,sigmoid,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],0.1,0.1
11,sigmoid,[ 0.94350282  0.85201794],[ 0.835  0.95 ],[ 0.88594164  0.89834515],0.1,1
11,sigmoid,[ 0.2952381   0.27368421],[ 0.31  0.26],[ 0.30243902  0.26666667],0.1,10
11,sigmoid,[ 0.39393939  0.29411765],[ 0.52  0.2 ],[ 0.44827586  0.23809524],0.1,100
11,sigmoid,[ 0.45973154  0.38235294],[ 0.685  0.195],[ 0.5502008   0.25827815],0.1,1000
11,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],1,0.001
11,sigmoid,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],1,0.01
11,sigmoid,[ 0.93406593  0.86238532],[ 0.85  0.94],[ 0.89005236  0.89952153],1,0.1
11,sigmoid,[ 0.91208791  0.8440367 ],[ 0.83  0.92],[ 0.86910995  0.88038278],1,1
11,sigmoid,[ 0.27804878  0.26666667],[ 0.285  0.26 ],[ 0.28148148  0.26329114],1,10
11,sigmoid,[ 0.32142857  0.32843137],[ 0.315  0.335],[ 0.31818182  0.33168317],1,100
11,sigmoid,[ 0.37244898  0.37745098],[ 0.365  0.385],[ 0.36868687  0.38118812],1,1000
11,sigmoid,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],10,0.001
11,sigmoid,[ 0.93406593  0.86238532],[ 0.85  0.94],[ 0.89005236  0.89952153],10,0.01
11,sigmoid,[ 0.92513369  0.87323944],[ 0.865  0.93 ],[ 0.89405685  0.90072639],10,0.1
11,sigmoid,[ 0.86320755  0.90957447],[ 0.915  0.855],[ 0.88834951  0.8814433 ],10,1
11,sigmoid,[ 0.2745098   0.26530612],[ 0.28  0.26],[ 0.27722772  0.26262626],10,10
11,sigmoid,[ 0.32124352  0.33333333],[ 0.31   0.345],[ 0.31552163  0.33906634],10,100
11,sigmoid,[ 0.37435897  0.3804878 ],[ 0.365  0.39 ],[ 0.36962025  0.38518519],10,1000
11,sigmoid,[ 0.93406593  0.86238532],[ 0.85  0.94],[ 0.89005236  0.89952153],100,0.001
11,sigmoid,[ 0.92513369  0.87323944],[ 0.865  0.93 ],[ 0.89405685  0.90072639],100,0.01
11,sigmoid,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],100,0.1
11,sigmoid,[ 0.86407767  0.88659794],[ 0.89  0.86],[ 0.87684729  0.87309645],100,1
11,sigmoid,[ 0.2745098   0.26530612],[ 0.28  0.26],[ 0.27722772  0.26262626],100,10
11,sigmoid,[ 0.32124352  0.33333333],[ 0.31   0.345],[ 0.31552163  0.33906634],100,100
11,sigmoid,[ 0.37244898  0.37745098],[ 0.365  0.385],[ 0.36868687  0.38118812],100,1000
11,sigmoid,[ 0.92513369  0.87323944],[ 0.865  0.93 ],[ 0.89405685  0.90072639],1000,0.001
11,sigmoid,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],1000,0.01
11,sigmoid,[ 0.90954774  0.90547264],[ 0.905  0.91 ],[ 0.90726817  0.90773067],1000,0.1
11,sigmoid,[ 0.84343434  0.83663366],[ 0.835  0.845],[ 0.83919598  0.84079602],1000,1
11,sigmoid,[ 0.2745098   0.26530612],[ 0.28  0.26],[ 0.27722772  0.26262626],1000,10
11,sigmoid,[ 0.32124352  0.33333333],[ 0.31   0.345],[ 0.31552163  0.33906634],1000,100
11,sigmoid,[ 0.37244898  0.37745098],[ 0.365  0.385],[ 0.36868687  0.38118812],1000,1000
11,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.001
11,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.01
11,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.1
11,rbf,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],0.01,1
11,rbf,[ 0.94021739  0.875     ],[ 0.865  0.945],[ 0.90104167  0.90865385],0.01,10
11,rbf,[ 0.95862069  0.76078431],[ 0.695  0.97 ],[ 0.8057971   0.85274725],0.01,100
11,rbf,[ 0.53888889  0.85      ],[ 0.97  0.17],[ 0.69285714  0.28333333],0.01,1000
11,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.1,0.001
11,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.1,0.01
11,rbf,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],0.1,0.1
11,rbf,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],0.1,1
11,rbf,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],0.1,10
11,rbf,[ 0.93010753  0.87383178],[ 0.865  0.935],[ 0.89637306  0.90338164],0.1,100
11,rbf,[ 0.75103734  0.88050314],[ 0.905  0.7  ],[ 0.82086168  0.77994429],0.1,1000
11,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],1,0.001
11,rbf,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],1,0.01
11,rbf,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],1,0.1
11,rbf,[ 0.92105263  0.88095238],[ 0.875  0.925],[ 0.8974359   0.90243902],1,1
11,rbf,[ 0.91919192  0.91089109],[ 0.91  0.92],[ 0.91457286  0.91542289],1,10
11,rbf,[ 0.92670157  0.88995215],[ 0.885  0.93 ],[ 0.90537084  0.90953545],1,100
11,rbf,[ 0.92638037  0.79324895],[ 0.755  0.94 ],[ 0.83195592  0.8604119 ],1,1000
11,rbf,[ 0.93888889  0.85909091],[ 0.845  0.945],[ 0.88947368  0.9       ],10,0.001
11,rbf,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],10,0.01
11,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],10,0.1
11,rbf,[ 0.91794872  0.89756098],[ 0.895  0.92 ],[ 0.90632911  0.90864198],10,1
11,rbf,[ 0.91878173  0.90640394],[ 0.905  0.92 ],[ 0.91183879  0.91315136],10,10
11,rbf,[ 0.90575916  0.8708134 ],[ 0.865  0.91 ],[ 0.88491049  0.88997555],10,100
11,rbf,[ 0.91411043  0.78481013],[ 0.745  0.93 ],[ 0.82093664  0.85125858],10,1000
11,rbf,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],100,0.001
11,rbf,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],100,0.01
11,rbf,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],100,0.1
11,rbf,[ 0.91414141  0.90594059],[ 0.905  0.915],[ 0.90954774  0.91044776],100,1
11,rbf,[ 0.91282051  0.89268293],[ 0.89   0.915],[ 0.90126582  0.9037037 ],100,10
11,rbf,[ 0.88541667  0.85576923],[ 0.85  0.89],[ 0.86734694  0.87254902],100,100
11,rbf,[ 0.89221557  0.78111588],[ 0.745  0.91 ],[ 0.8119891   0.84064665],100,1000
11,rbf,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],1000,0.001
11,rbf,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],1000,0.01
11,rbf,[ 0.91666667  0.88461538],[ 0.88  0.92],[ 0.89795918  0.90196078],1000,0.1
11,rbf,[ 0.91457286  0.91044776],[ 0.91   0.915],[ 0.9122807  0.9127182],1000,1
11,rbf,[ 0.90575916  0.8708134 ],[ 0.865  0.91 ],[ 0.88491049  0.88997555],1000,10
11,rbf,[ 0.83919598  0.8358209 ],[ 0.835  0.84 ],[ 0.83709273  0.83790524],1000,100
11,rbf,[ 0.89634146  0.77542373],[ 0.735  0.915],[ 0.80769231  0.83944954],1000,1000
12,linear,[ 0.95698925  0.89719626],[ 0.89  0.96],[ 0.92227979  0.92753623],0.01
12,linear,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],0.1
12,linear,[ 0.95212766  0.9009434 ],[ 0.895  0.955],[ 0.92268041  0.92718447],1
12,linear,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],10
12,linear,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],100
12,linear,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],1000
12,sigmoid,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],0.01,0.001
12,sigmoid,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],0.01,0.01
12,sigmoid,[ 0.95287958  0.9138756 ],[ 0.91   0.955],[ 0.93094629  0.93398533],0.01,0.1
12,sigmoid,[ 0.96969697  0.82978723],[ 0.8    0.975],[ 0.87671233  0.89655172],0.01,1
12,sigmoid,[ 0.37433155  0.38967136],[ 0.35   0.415],[ 0.36175711  0.40193705],0.01,10
12,sigmoid,[ 0.51594203  0.6       ],[ 0.89   0.165],[ 0.65321101  0.25882353],0.01,100
12,sigmoid,[ 0.4974359  0.4      ],[ 0.97  0.02],[ 0.65762712  0.03809524],0.01,1000
12,sigmoid,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],0.1,0.001
12,sigmoid,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],0.1,0.01
12,sigmoid,[ 0.95698925  0.89719626],[ 0.89  0.96],[ 0.92227979  0.92753623],0.1,0.1
12,sigmoid,[ 0.96153846  0.8853211 ],[ 0.875  0.965],[ 0.91623037  0.92344498],0.1,1
12,sigmoid,[ 0.29326923  0.27604167],[ 0.305  0.265],[ 0.29901961  0.27040816],0.1,10
12,sigmoid,[ 0.39147287  0.3028169 ],[ 0.505  0.215],[ 0.44104803  0.25146199],0.1,100
12,sigmoid,[ 0.44761905  0.30588235],[ 0.705  0.13 ],[ 0.54757282  0.18245614],0.1,1000
12,sigmoid,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],1,0.001
12,sigmoid,[ 0.95698925  0.89719626],[ 0.89  0.96],[ 0.92227979  0.92753623],1,0.01
12,sigmoid,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],1,0.1
12,sigmoid,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],1,1
12,sigmoid,[ 0.25252525  0.25742574],[ 0.25  0.26],[ 0.25125628  0.25870647],1,10
12,sigmoid,[ 0.31683168  0.31313131],[ 0.32  0.31],[ 0.31840796  0.31155779],1,100
12,sigmoid,[ 0.36966825  0.35449735],[ 0.39   0.335],[ 0.37956204  0.34447301],1,1000
12,sigmoid,[ 0.95698925  0.89719626],[ 0.89  0.96],[ 0.92227979  0.92753623],10,0.001
12,sigmoid,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],10,0.01
12,sigmoid,[ 0.95212766  0.9009434 ],[ 0.895  0.955],[ 0.92268041  0.92718447],10,0.1
12,sigmoid,[ 0.88151659  0.92592593],[ 0.93   0.875],[ 0.90510949  0.89974293],10,1
12,sigmoid,[ 0.25252525  0.25742574],[ 0.25  0.26],[ 0.25125628  0.25870647],10,10
12,sigmoid,[ 0.31155779  0.31343284],[ 0.31   0.315],[ 0.31077694  0.31421446],10,100
12,sigmoid,[ 0.33862434  0.35545024],[ 0.32   0.375],[ 0.32904884  0.3649635 ],10,1000
12,sigmoid,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],100,0.001
12,sigmoid,[ 0.95212766  0.9009434 ],[ 0.895  0.955],[ 0.92268041  0.92718447],100,0.01
12,sigmoid,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],100,0.1
12,sigmoid,[ 0.88780488  0.90769231],[ 0.91   0.885],[ 0.89876543  0.89620253],100,1
12,sigmoid,[ 0.25252525  0.25742574],[ 0.25  0.26],[ 0.25125628  0.25870647],100,10
12,sigmoid,[ 0.31472081  0.32019704],[ 0.31   0.325],[ 0.31234257  0.32258065],100,100
12,sigmoid,[ 0.33684211  0.35238095],[ 0.32  0.37],[ 0.32820513  0.36097561],100,1000
12,sigmoid,[ 0.95212766  0.9009434 ],[ 0.895  0.955],[ 0.92268041  0.92718447],1000,0.001
12,sigmoid,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],1000,0.01
12,sigmoid,[ 0.93  0.93],[ 0.93  0.93],[ 0.93  0.93],1000,0.1
12,sigmoid,[ 0.8872549   0.90306122],[ 0.905  0.885],[ 0.8960396   0.89393939],1000,1
12,sigmoid,[ 0.25252525  0.25742574],[ 0.25  0.26],[ 0.25125628  0.25870647],1000,10
12,sigmoid,[ 0.31472081  0.32019704],[ 0.31   0.325],[ 0.31234257  0.32258065],1000,100
12,sigmoid,[ 0.33684211  0.35238095],[ 0.32  0.37],[ 0.32820513  0.36097561],1000,1000
12,rbf,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],0.01,0.001
12,rbf,[ 0.95287958  0.9138756 ],[ 0.91   0.955],[ 0.93094629  0.93398533],0.01,0.01
12,rbf,[ 0.95287958  0.9138756 ],[ 0.91   0.955],[ 0.93094629  0.93398533],0.01,0.1
12,rbf,[ 0.95675676  0.89302326],[ 0.885  0.96 ],[ 0.91948052  0.9253012 ],0.01,1
12,rbf,[ 0.95744681  0.90566038],[ 0.9   0.96],[ 0.92783505  0.93203883],0.01,10
12,rbf,[ 0.96551724  0.76470588],[ 0.7    0.975],[ 0.8115942   0.85714286],0.01,100
12,rbf,[ 0.53387534  0.90322581],[ 0.985  0.14 ],[ 0.69244288  0.24242424],0.01,1000
12,rbf,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],0.1,0.001
12,rbf,[ 0.95287958  0.9138756 ],[ 0.91   0.955],[ 0.93094629  0.93398533],0.1,0.01
12,rbf,[ 0.95675676  0.89302326],[ 0.885  0.96 ],[ 0.91948052  0.9253012 ],0.1,0.1
12,rbf,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],0.1,1
12,rbf,[ 0.94387755  0.92647059],[ 0.925  0.945],[ 0.93434343  0.93564356],0.1,10
12,rbf,[ 0.94594595  0.88372093],[ 0.875  0.95 ],[ 0.90909091  0.91566265],0.1,100
12,rbf,[ 0.84234234  0.92696629],[ 0.935  0.825],[ 0.88625592  0.87301587],0.1,1000
12,rbf,[ 0.94818653  0.9178744 ],[ 0.915  0.95 ],[ 0.93129771  0.93366093],1,0.001
12,rbf,[ 0.95675676  0.89302326],[ 0.885  0.96 ],[ 0.91948052  0.9253012 ],1,0.01
12,rbf,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],1,0.1
12,rbf,[ 0.95212766  0.9009434 ],[ 0.895  0.955],[ 0.92268041  0.92718447],1,1
12,rbf,[ 0.94387755  0.92647059],[ 0.925  0.945],[ 0.93434343  0.93564356],1,10
12,rbf,[ 0.93846154  0.91707317],[ 0.915  0.94 ],[ 0.92658228  0.92839506],1,100
12,rbf,[ 0.91812865  0.81222707],[ 0.785  0.93 ],[ 0.84636119  0.86713287],1,1000
12,rbf,[ 0.95675676  0.89302326],[ 0.885  0.96 ],[ 0.91948052  0.9253012 ],10,0.001
12,rbf,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],10,0.01
12,rbf,[ 0.95238095  0.90521327],[ 0.9    0.955],[ 0.92544987  0.92944039],10,0.1
12,rbf,[ 0.953125    0.91826923],[ 0.915  0.955],[ 0.93367347  0.93627451],10,1
12,rbf,[ 0.94387755  0.92647059],[ 0.925  0.945],[ 0.93434343  0.93564356],10,10
12,rbf,[ 0.92820513  0.90731707],[ 0.905  0.93 ],[ 0.9164557   0.91851852],10,100
12,rbf,[ 0.89714286  0.80888889],[ 0.785  0.91 ],[ 0.83733333  0.85647059],10,1000
12,rbf,[ 0.95721925  0.90140845],[ 0.895  0.96 ],[ 0.9250646   0.92978208],100,0.001
12,rbf,[ 0.95238095  0.90521327],[ 0.9    0.955],[ 0.92544987  0.92944039],100,0.01
12,rbf,[ 0.93717277  0.89952153],[ 0.895  0.94 ],[ 0.91560102  0.9193154 ],100,0.1
12,rbf,[ 0.93877551  0.92156863],[ 0.92  0.94],[ 0.92929293  0.93069307],100,1
12,rbf,[ 0.93877551  0.92156863],[ 0.92  0.94],[ 0.92929293  0.93069307],100,10
12,rbf,[ 0.90673575  0.87922705],[ 0.875  0.91 ],[ 0.89058524  0.89434889],100,100
12,rbf,[ 0.88636364  0.80357143],[ 0.78  0.9 ],[ 0.82978723  0.8490566 ],100,1000
12,rbf,[ 0.95238095  0.90521327],[ 0.9    0.955],[ 0.92544987  0.92944039],1000,0.001
12,rbf,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],1000,0.01
12,rbf,[ 0.93814433  0.91262136],[ 0.91  0.94],[ 0.92385787  0.92610837],1000,0.1
12,rbf,[ 0.93434343  0.92574257],[ 0.925  0.935],[ 0.92964824  0.93034826],1000,1
12,rbf,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],1000,10
12,rbf,[ 0.90374332  0.85446009],[ 0.845  0.91 ],[ 0.87338501  0.88135593],1000,100
12,rbf,[ 0.88439306  0.79295154],[ 0.765  0.9  ],[ 0.82037534  0.84309133],1000,1000
13,linear,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],0.01
13,linear,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],0.1
13,linear,[ 0.93298969  0.90776699],[ 0.905  0.935],[ 0.91878173  0.92118227],1
13,linear,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],10
13,linear,[ 0.92307692  0.90243902],[ 0.9    0.925],[ 0.91139241  0.91358025],100
13,linear,[ 0.91836735  0.90196078],[ 0.9   0.92],[ 0.90909091  0.91089109],1000
13,sigmoid,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],0.01,0.001
13,sigmoid,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],0.01,0.01
13,sigmoid,[ 0.92670157  0.88995215],[ 0.885  0.93 ],[ 0.90537084  0.90953545],0.01,0.1
13,sigmoid,[ 0.95783133  0.82478632],[ 0.795  0.965],[ 0.86885246  0.88940092],0.01,1
13,sigmoid,[ 0.40555556  0.42272727],[ 0.365  0.465],[ 0.38421053  0.44285714],0.01,10
13,sigmoid,[ 0.51343284  0.56923077],[ 0.86   0.185],[ 0.64299065  0.27924528],0.01,100
13,sigmoid,[ 0.49620253  0.2       ],[ 0.98   0.005],[ 0.65882353  0.0097561 ],0.01,1000
13,sigmoid,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],0.1,0.001
13,sigmoid,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],0.1,0.01
13,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],0.1,0.1
13,sigmoid,[ 0.94535519  0.87557604],[ 0.865  0.95 ],[ 0.90339426  0.91127098],0.1,1
13,sigmoid,[ 0.2952381   0.27368421],[ 0.31  0.26],[ 0.30243902  0.26666667],0.1,10
