ITER,KERNEL,PRECISION,RECALL,F-SCORE,C,GAMMA
77,sigmoid,[ 0.8655914   0.81775701],[ 0.805  0.875],[ 0.83419689  0.84541063],1,1
77,sigmoid,[ 0.28436019  0.25925926],[ 0.3    0.245],[ 0.2919708   0.25192802],1,10
77,sigmoid,[ 0.32352941  0.31632653],[ 0.33  0.31],[ 0.32673267  0.31313131],1,100
77,sigmoid,[ 0.35294118  0.37089202],[ 0.33   0.395],[ 0.34108527  0.38256659],1,1000
77,sigmoid,[ 0.90322581  0.85046729],[ 0.84  0.91],[ 0.87046632  0.87922705],10,0.001
77,sigmoid,[ 0.90322581  0.85046729],[ 0.84  0.91],[ 0.87046632  0.87922705],10,0.01
77,sigmoid,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],10,0.1
77,sigmoid,[ 0.86057692  0.890625  ],[ 0.895  0.855],[ 0.87745098  0.87244898],10,1
77,sigmoid,[ 0.28436019  0.25925926],[ 0.3    0.245],[ 0.2919708   0.25192802],10,10
77,sigmoid,[ 0.32160804  0.32338308],[ 0.32   0.325],[ 0.32080201  0.32418953],10,100
77,sigmoid,[ 0.35675676  0.37674419],[ 0.33   0.405],[ 0.34285714  0.39036145],10,1000
77,sigmoid,[ 0.90322581  0.85046729],[ 0.84  0.91],[ 0.87046632  0.87922705],100,0.001
77,sigmoid,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],100,0.01
77,sigmoid,[ 0.89230769  0.87317073],[ 0.87   0.895],[ 0.88101266  0.88395062],100,0.1
77,sigmoid,[ 0.85167464  0.88481675],[ 0.89   0.845],[ 0.87041565  0.86445013],100,1
77,sigmoid,[ 0.28436019  0.25925926],[ 0.3    0.245],[ 0.2919708   0.25192802],100,10
77,sigmoid,[ 0.32160804  0.32338308],[ 0.32   0.325],[ 0.32080201  0.32418953],100,100
77,sigmoid,[ 0.35675676  0.37674419],[ 0.33   0.405],[ 0.34285714  0.39036145],100,1000
77,sigmoid,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],1000,0.001
77,sigmoid,[ 0.89230769  0.87317073],[ 0.87   0.895],[ 0.88101266  0.88395062],1000,0.01
77,sigmoid,[ 0.88832487  0.87684729],[ 0.875  0.89 ],[ 0.88161209  0.88337469],1000,0.1
77,sigmoid,[ 0.84951456  0.87113402],[ 0.875  0.845],[ 0.86206897  0.85786802],1000,1
77,sigmoid,[ 0.28436019  0.25925926],[ 0.3    0.245],[ 0.2919708   0.25192802],1000,10
77,sigmoid,[ 0.32160804  0.32338308],[ 0.32   0.325],[ 0.32080201  0.32418953],1000,100
77,sigmoid,[ 0.35675676  0.37674419],[ 0.33   0.405],[ 0.34285714  0.39036145],1000,1000
77,rbf,[ 0.89361702  0.8490566 ],[ 0.84  0.9 ],[ 0.86597938  0.87378641],0.01,0.001
77,rbf,[ 0.89839572  0.84976526],[ 0.84   0.905],[ 0.86821705  0.87651332],0.01,0.01
77,rbf,[ 0.90322581  0.85046729],[ 0.84  0.91],[ 0.87046632  0.87922705],0.01,0.1
77,rbf,[ 0.91160221  0.84018265],[ 0.825  0.92 ],[ 0.86614173  0.87828162],0.01,1
77,rbf,[ 0.90374332  0.85446009],[ 0.845  0.91 ],[ 0.87338501  0.88135593],0.01,10
77,rbf,[ 0.9261745   0.75298805],[ 0.69   0.945],[ 0.79083095  0.83813747],0.01,100
77,rbf,[ 0.51193634  0.69565217],[ 0.965  0.08 ],[ 0.66897747  0.14349776],0.01,1000
77,rbf,[ 0.89361702  0.8490566 ],[ 0.84  0.9 ],[ 0.86597938  0.87378641],0.1,0.001
77,rbf,[ 0.89839572  0.84976526],[ 0.84   0.905],[ 0.86821705  0.87651332],0.1,0.01
77,rbf,[ 0.91011236  0.82882883],[ 0.81  0.92],[ 0.85714286  0.87203791],0.1,0.1
77,rbf,[ 0.90374332  0.85446009],[ 0.845  0.91 ],[ 0.87338501  0.88135593],0.1,1
77,rbf,[ 0.89285714  0.87745098],[ 0.875  0.895],[ 0.88383838  0.88613861],0.1,10
77,rbf,[ 0.90322581  0.85046729],[ 0.84  0.91],[ 0.87046632  0.87922705],0.1,100
77,rbf,[ 0.61258278  0.84693878],[ 0.925  0.415],[ 0.73705179  0.55704698],0.1,1000
77,rbf,[ 0.89361702  0.8490566 ],[ 0.84  0.9 ],[ 0.86597938  0.87378641],1,0.001
77,rbf,[ 0.91061453  0.83257919],[ 0.815  0.92 ],[ 0.86015831  0.87410926],1,0.01
77,rbf,[ 0.90374332  0.85446009],[ 0.845  0.91 ],[ 0.87338501  0.88135593],1,0.1
77,rbf,[ 0.89528796  0.86124402],[ 0.855  0.9  ],[ 0.87468031  0.8801956 ],1,1
77,rbf,[ 0.89285714  0.87745098],[ 0.875  0.895],[ 0.88383838  0.88613861],1,10
77,rbf,[ 0.89393939  0.88613861],[ 0.885  0.895],[ 0.88944724  0.89054726],1,100
77,rbf,[ 0.89595376  0.80176211],[ 0.775  0.91 ],[ 0.8310992   0.85245902],1,1000
77,rbf,[ 0.91061453  0.83257919],[ 0.815  0.92 ],[ 0.86015831  0.87410926],10,0.001
77,rbf,[ 0.90374332  0.85446009],[ 0.845  0.91 ],[ 0.87338501  0.88135593],10,0.01
77,rbf,[ 0.89637306  0.86956522],[ 0.865  0.9  ],[ 0.88040712  0.88452088],10,0.1
77,rbf,[ 0.89637306  0.86956522],[ 0.865  0.9  ],[ 0.88040712  0.88452088],10,1
77,rbf,[ 0.89285714  0.87745098],[ 0.875  0.895],[ 0.88383838  0.88613861],10,10
77,rbf,[ 0.87817259  0.86699507],[ 0.865  0.88 ],[ 0.87153652  0.87344913],10,100
77,rbf,[ 0.85164835  0.79357798],[ 0.775  0.865],[ 0.81151832  0.8277512 ],10,1000
77,rbf,[ 0.90374332  0.85446009],[ 0.845  0.91 ],[ 0.87338501  0.88135593],100,0.001
77,rbf,[ 0.89637306  0.86956522],[ 0.865  0.9  ],[ 0.88040712  0.88452088],100,0.01
77,rbf,[ 0.89637306  0.86956522],[ 0.865  0.9  ],[ 0.88040712  0.88452088],100,0.1
77,rbf,[ 0.89637306  0.86956522],[ 0.865  0.9  ],[ 0.88040712  0.88452088],100,1
77,rbf,[ 0.89795918  0.88235294],[ 0.88  0.9 ],[ 0.88888889  0.89108911],100,10
77,rbf,[ 0.83414634  0.85128205],[ 0.855  0.83 ],[ 0.84444444  0.84050633],100,100
77,rbf,[ 0.85082873  0.78995434],[ 0.77   0.865],[ 0.80839895  0.82577566],100,1000
77,rbf,[ 0.89637306  0.86956522],[ 0.865  0.9  ],[ 0.88040712  0.88452088],1000,0.001
77,rbf,[ 0.89175258  0.86893204],[ 0.865  0.895],[ 0.87817259  0.8817734 ],1000,0.01
77,rbf,[ 0.89247312  0.8411215 ],[ 0.83  0.9 ],[ 0.86010363  0.86956522],1000,0.1
77,rbf,[ 0.89285714  0.87745098],[ 0.875  0.895],[ 0.88383838  0.88613861],1000,1
77,rbf,[ 0.90673575  0.87922705],[ 0.875  0.91 ],[ 0.89058524  0.89434889],1000,10
77,rbf,[ 0.81730769  0.84375   ],[ 0.85  0.81],[ 0.83333333  0.82653061],1000,100
77,rbf,[ 0.85714286  0.79816514],[ 0.78  0.87],[ 0.81675393  0.83253589],1000,1000
78,linear,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],0.01
78,linear,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],0.1
78,linear,[ 0.93617021  0.88679245],[ 0.88  0.94],[ 0.90721649  0.91262136],1
78,linear,[ 0.92708333  0.89423077],[ 0.89  0.93],[ 0.90816327  0.91176471],10
78,linear,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],100
78,linear,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],1000
78,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],0.01,0.001
78,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],0.01,0.01
78,sigmoid,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.1
78,sigmoid,[ 0.95294118  0.83478261],[ 0.81  0.96],[ 0.87567568  0.89302326],0.01,1
78,sigmoid,[ 0.39037433  0.40375587],[ 0.365  0.43 ],[ 0.37726098  0.41646489],0.01,10
78,sigmoid,[ 0.49710983  0.48148148],[ 0.86  0.13],[ 0.63003663  0.20472441],0.01,100
78,sigmoid,[ 0.50125945  0.66666667],[ 0.995  0.01 ],[ 0.66666667  0.01970443],0.01,1000
78,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],0.1,0.001
78,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],0.1,0.01
78,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],0.1,0.1
78,sigmoid,[ 0.94475138  0.86757991],[ 0.855  0.95 ],[ 0.8976378   0.90692124],0.1,1
78,sigmoid,[ 0.27751196  0.2565445 ],[ 0.29   0.245],[ 0.28361858  0.25063939],0.1,10
78,sigmoid,[ 0.39543726  0.29927007],[ 0.52   0.205],[ 0.44924406  0.24332344],0.1,100
78,sigmoid,[ 0.44089457  0.28735632],[ 0.69   0.125],[ 0.5380117   0.17421603],0.1,1000
78,sigmoid,[ 0.92553191  0.87735849],[ 0.87  0.93],[ 0.89690722  0.90291262],1,0.001
78,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],1,0.01
78,sigmoid,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],1,0.1
78,sigmoid,[ 0.90860215  0.85514019],[ 0.845  0.915],[ 0.87564767  0.88405797],1,1
78,sigmoid,[ 0.26341463  0.25128205],[ 0.27   0.245],[ 0.26666667  0.24810127],1,10
78,sigmoid,[ 0.31343284  0.31155779],[ 0.315  0.31 ],[ 0.31421446  0.31077694],1,100
78,sigmoid,[ 0.3627907   0.34054054],[ 0.39   0.315],[ 0.37590361  0.32727273],1,1000
78,sigmoid,[ 0.93989071  0.87096774],[ 0.86   0.945],[ 0.89817232  0.90647482],10,0.001
78,sigmoid,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],10,0.01
78,sigmoid,[ 0.93617021  0.88679245],[ 0.88  0.94],[ 0.90721649  0.91262136],10,0.1
78,sigmoid,[ 0.86190476  0.9       ],[ 0.905  0.855],[ 0.88292683  0.87692308],10,1
78,sigmoid,[ 0.25980392  0.25      ],[ 0.265  0.245],[ 0.26237624  0.24747475],10,10
78,sigmoid,[ 0.31282051  0.32195122],[ 0.305  0.33 ],[ 0.30886076  0.32592593],10,100
78,sigmoid,[ 0.36190476  0.34736842],[ 0.38  0.33],[ 0.37073171  0.33846154],10,1000
78,sigmoid,[ 0.93478261  0.87037037],[ 0.86  0.94],[ 0.89583333  0.90384615],100,0.001
78,sigmoid,[ 0.93617021  0.88679245],[ 0.88  0.94],[ 0.90721649  0.91262136],100,0.01
78,sigmoid,[ 0.92708333  0.89423077],[ 0.89  0.93],[ 0.90816327  0.91176471],100,0.1
78,sigmoid,[ 0.84803922  0.8622449 ],[ 0.865  0.845],[ 0.85643564  0.85353535],100,1
78,sigmoid,[ 0.25980392  0.25      ],[ 0.265  0.245],[ 0.26237624  0.24747475],100,10
78,sigmoid,[ 0.31282051  0.32195122],[ 0.305  0.33 ],[ 0.30886076  0.32592593],100,100
78,sigmoid,[ 0.36363636  0.35078534],[ 0.38   0.335],[ 0.37163814  0.342711  ],100,1000
78,sigmoid,[ 0.93617021  0.88679245],[ 0.88  0.94],[ 0.90721649  0.91262136],1000,0.001
78,sigmoid,[ 0.92708333  0.89423077],[ 0.89  0.93],[ 0.90816327  0.91176471],1000,0.01
78,sigmoid,[ 0.92268041  0.89805825],[ 0.895  0.925],[ 0.90862944  0.91133005],1000,0.1
78,sigmoid,[ 0.84313725  0.85714286],[ 0.86  0.84],[ 0.85148515  0.84848485],1000,1
78,sigmoid,[ 0.25980392  0.25      ],[ 0.265  0.245],[ 0.26237624  0.24747475],1000,10
78,sigmoid,[ 0.31282051  0.32195122],[ 0.305  0.33 ],[ 0.30886076  0.32592593],1000,100
78,sigmoid,[ 0.36363636  0.35078534],[ 0.38   0.335],[ 0.37163814  0.342711  ],1000,1000
78,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.001
78,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.01,0.01
78,rbf,[ 0.94054054  0.87906977],[ 0.87   0.945],[ 0.9038961   0.91084337],0.01,0.1
78,rbf,[ 0.94505495  0.87155963],[ 0.86  0.95],[ 0.90052356  0.90909091],0.01,1
78,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],0.01,10
78,rbf,[ 0.94117647  0.82608696],[ 0.8   0.95],[ 0.86486486  0.88372093],0.01,100
78,rbf,[ 0.53116531  0.87096774],[ 0.98   0.135],[ 0.68892794  0.23376623],0.01,1000
78,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.1,0.001
78,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],0.1,0.01
78,rbf,[ 0.94505495  0.87155963],[ 0.86  0.95],[ 0.90052356  0.90909091],0.1,0.1
78,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],0.1,1
78,rbf,[ 0.93264249  0.90338164],[ 0.9    0.935],[ 0.91603053  0.91891892],0.1,10
78,rbf,[ 0.93617021  0.88679245],[ 0.88  0.94],[ 0.90721649  0.91262136],0.1,100
78,rbf,[ 0.74390244  0.88961039],[ 0.915  0.685],[ 0.8206278  0.7740113],0.1,1000
78,rbf,[ 0.93048128  0.87793427],[ 0.87   0.935],[ 0.89922481  0.90556901],1,0.001
78,rbf,[ 0.94505495  0.87155963],[ 0.86  0.95],[ 0.90052356  0.90909091],1,0.01
78,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],1,0.1
78,rbf,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1,1
78,rbf,[ 0.92346939  0.90686275],[ 0.905  0.925],[ 0.91414141  0.91584158],1,10
78,rbf,[ 0.92227979  0.89371981],[ 0.89   0.925],[ 0.90585242  0.90909091],1,100
78,rbf,[ 0.89714286  0.80888889],[ 0.785  0.91 ],[ 0.83733333  0.85647059],1,1000
78,rbf,[ 0.94505495  0.87155963],[ 0.86  0.95],[ 0.90052356  0.90909091],10,0.001
78,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],10,0.01
78,rbf,[ 0.93650794  0.89099526],[ 0.885  0.94 ],[ 0.91002571  0.91484185],10,0.1
78,rbf,[ 0.93193717  0.89473684],[ 0.89   0.935],[ 0.91048593  0.91442543],10,1
78,rbf,[ 0.93782383  0.90821256],[ 0.905  0.94 ],[ 0.92111959  0.92383292],10,10
78,rbf,[ 0.90452261  0.90049751],[ 0.9    0.905],[ 0.90225564  0.90274314],10,100
78,rbf,[ 0.89880952  0.7887931 ],[ 0.755  0.915],[ 0.82065217  0.84722222],10,1000
78,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],100,0.001
78,rbf,[ 0.93650794  0.89099526],[ 0.885  0.94 ],[ 0.91002571  0.91484185],100,0.01
78,rbf,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],100,0.1
78,rbf,[ 0.93193717  0.89473684],[ 0.89   0.935],[ 0.91048593  0.91442543],100,1
78,rbf,[ 0.91414141  0.90594059],[ 0.905  0.915],[ 0.90954774  0.91044776],100,10
78,rbf,[ 0.87128713  0.87878788],[ 0.88  0.87],[ 0.87562189  0.87437186],100,100
78,rbf,[ 0.89634146  0.77542373],[ 0.735  0.915],[ 0.80769231  0.83944954],100,1000
78,rbf,[ 0.93650794  0.89099526],[ 0.885  0.94 ],[ 0.91002571  0.91484185],1000,0.001
78,rbf,[ 0.92746114  0.89855072],[ 0.895  0.93 ],[ 0.91094148  0.91400491],1000,0.01
78,rbf,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],1000,0.1
78,rbf,[ 0.92783505  0.90291262],[ 0.9   0.93],[ 0.91370558  0.91625616],1000,1
78,rbf,[ 0.89949749  0.89552239],[ 0.895  0.9  ],[ 0.89724311  0.89775561],1000,10
78,rbf,[ 0.87830688  0.83886256],[ 0.83   0.885],[ 0.85347044  0.86131387],1000,100
78,rbf,[ 0.86904762  0.76724138],[ 0.73  0.89],[ 0.79347826  0.82407407],1000,1000
79,linear,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],0.01
79,linear,[ 0.93820225  0.85135135],[ 0.835  0.945],[ 0.88359788  0.8957346 ],0.1
79,linear,[ 0.93442623  0.86635945],[ 0.855  0.94 ],[ 0.89295039  0.90167866],1
79,linear,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],10
79,linear,[ 0.92631579  0.88571429],[ 0.88  0.93],[ 0.9025641   0.90731707],100
79,linear,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1000
79,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.01,0.001
79,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.01,0.01
79,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.01,0.1
79,sigmoid,[ 0.96153846  0.79508197],[ 0.75  0.97],[ 0.84269663  0.87387387],0.01,1
79,sigmoid,[ 0.39156627  0.42307692],[ 0.325  0.495],[ 0.35519126  0.4562212 ],0.01,10
79,sigmoid,[ 0.50461538  0.52      ],[ 0.82   0.195],[ 0.6247619   0.28363636],0.01,100
79,sigmoid,[ 0.5  0.5],[ 0.985  0.015],[ 0.66329966  0.02912621],0.01,1000
79,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.1,0.001
79,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.1,0.01
79,sigmoid,[ 0.93785311  0.84753363],[ 0.83   0.945],[ 0.8806366   0.89361702],0.1,0.1
79,sigmoid,[ 0.94152047  0.82969432],[ 0.805  0.95 ],[ 0.86792453  0.88578089],0.1,1
79,sigmoid,[ 0.27368421  0.2952381 ],[ 0.26  0.31],[ 0.26666667  0.30243902],0.1,10
79,sigmoid,[ 0.3852459   0.32051282],[ 0.47  0.25],[ 0.42342342  0.28089888],0.1,100
79,sigmoid,[ 0.44126984  0.28235294],[ 0.695  0.12 ],[ 0.53980583  0.16842105],0.1,1000
79,sigmoid,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],1,0.001
79,sigmoid,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],1,0.01
79,sigmoid,[ 0.93785311  0.84753363],[ 0.83   0.945],[ 0.8806366   0.89361702],1,0.1
79,sigmoid,[ 0.93181818  0.83928571],[ 0.82  0.94],[ 0.87234043  0.88679245],1,1
79,sigmoid,[ 0.23756906  0.28310502],[ 0.215  0.31 ],[ 0.22572178  0.29594272],1,10
79,sigmoid,[ 0.31284916  0.34841629],[ 0.28   0.385],[ 0.29551451  0.36579572],1,100
79,sigmoid,[ 0.37096774  0.38785047],[ 0.345  0.415],[ 0.35751295  0.40096618],1,1000
79,sigmoid,[ 0.93258427  0.84684685],[ 0.83  0.94],[ 0.87830688  0.89099526],10,0.001
79,sigmoid,[ 0.93820225  0.85135135],[ 0.835  0.945],[ 0.88359788  0.8957346 ],10,0.01
79,sigmoid,[ 0.93442623  0.86635945],[ 0.855  0.94 ],[ 0.89295039  0.90167866],10,0.1
79,sigmoid,[ 0.88888889  0.88118812],[ 0.88  0.89],[ 0.88442211  0.88557214],10,1
79,sigmoid,[ 0.23756906  0.28310502],[ 0.215  0.31 ],[ 0.22572178  0.29594272],10,10
79,sigmoid,[ 0.30898876  0.34684685],[ 0.275  0.385],[ 0.29100529  0.36492891],10,100
79,sigmoid,[ 0.375       0.40178571],[ 0.33  0.45],[ 0.35106383  0.4245283 ],10,1000
79,sigmoid,[ 0.93820225  0.85135135],[ 0.835  0.945],[ 0.88359788  0.8957346 ],100,0.001
79,sigmoid,[ 0.93442623  0.86635945],[ 0.855  0.94 ],[ 0.89295039  0.90167866],100,0.01
79,sigmoid,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],100,0.1
79,sigmoid,[ 0.88359788  0.8436019 ],[ 0.835  0.89 ],[ 0.85861183  0.86618005],100,1
79,sigmoid,[ 0.23333333  0.28181818],[ 0.21  0.31],[ 0.22105263  0.2952381 ],100,10
79,sigmoid,[ 0.30898876  0.34684685],[ 0.275  0.385],[ 0.29100529  0.36492891],100,100
79,sigmoid,[ 0.375       0.40178571],[ 0.33  0.45],[ 0.35106383  0.4245283 ],100,1000
79,sigmoid,[ 0.93442623  0.86635945],[ 0.855  0.94 ],[ 0.89295039  0.90167866],1000,0.001
79,sigmoid,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1000,0.01
79,sigmoid,[ 0.91709845  0.88888889],[ 0.885  0.92 ],[ 0.90076336  0.9041769 ],1000,0.1
79,sigmoid,[ 0.88297872  0.83962264],[ 0.83  0.89],[ 0.8556701   0.86407767],1000,1
79,sigmoid,[ 0.23333333  0.28181818],[ 0.21  0.31],[ 0.22105263  0.2952381 ],1000,10
79,sigmoid,[ 0.30898876  0.34684685],[ 0.275  0.385],[ 0.29100529  0.36492891],1000,100
79,sigmoid,[ 0.375       0.40178571],[ 0.33  0.45],[ 0.35106383  0.4245283 ],1000,1000
79,rbf,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.01,0.001
79,rbf,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.01,0.01
79,rbf,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.01,0.1
79,rbf,[ 0.93714286  0.84      ],[ 0.82   0.945],[ 0.87466667  0.88941176],0.01,1
79,rbf,[ 0.93820225  0.85135135],[ 0.835  0.945],[ 0.88359788  0.8957346 ],0.01,10
79,rbf,[ 0.97777778  0.74339623],[ 0.66   0.985],[ 0.7880597   0.84731183],0.01,100
79,rbf,[ 0.57575758  0.85714286],[ 0.95  0.3 ],[ 0.71698113  0.44444444],0.01,1000
79,rbf,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.1,0.001
79,rbf,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],0.1,0.01
79,rbf,[ 0.93678161  0.83628319],[ 0.815  0.945],[ 0.87165775  0.88732394],0.1,0.1
79,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],0.1,1
79,rbf,[ 0.92227979  0.89371981],[ 0.89   0.925],[ 0.90585242  0.90909091],0.1,10
79,rbf,[ 0.93854749  0.85520362],[ 0.84   0.945],[ 0.88654354  0.89786223],0.1,100
79,rbf,[ 0.94366197  0.74418605],[ 0.67  0.96],[ 0.78362573  0.83842795],0.1,1000
79,rbf,[ 0.93333333  0.85454545],[ 0.84  0.94],[ 0.88421053  0.8952381 ],1,0.001
79,rbf,[ 0.93678161  0.83628319],[ 0.815  0.945],[ 0.87165775  0.88732394],1,0.01
79,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],1,0.1
79,rbf,[ 0.93010753  0.87383178],[ 0.865  0.935],[ 0.89637306  0.90338164],1,1
79,rbf,[ 0.92227979  0.89371981],[ 0.89   0.925],[ 0.90585242  0.90909091],1,10
79,rbf,[ 0.92972973  0.86976744],[ 0.86   0.935],[ 0.89350649  0.90120482],1,100
79,rbf,[ 0.91411043  0.78481013],[ 0.745  0.93 ],[ 0.82093664  0.85125858],1,1000
79,rbf,[ 0.93678161  0.83628319],[ 0.815  0.945],[ 0.87165775  0.88732394],10,0.001
79,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],10,0.01
79,rbf,[ 0.92972973  0.86976744],[ 0.86   0.935],[ 0.89350649  0.90120482],10,0.1
79,rbf,[ 0.92592593  0.88151659],[ 0.875  0.93 ],[ 0.89974293  0.90510949],10,1
79,rbf,[ 0.92227979  0.89371981],[ 0.89   0.925],[ 0.90585242  0.90909091],10,10
79,rbf,[ 0.90909091  0.85915493],[ 0.85   0.915],[ 0.87855297  0.88619855],10,100
79,rbf,[ 0.8969697  0.7787234],[ 0.74   0.915],[ 0.8109589   0.84137931],10,1000
79,rbf,[ 0.93922652  0.8630137 ],[ 0.85   0.945],[ 0.89238845  0.90214797],100,0.001
79,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],100,0.01
79,rbf,[ 0.93085106  0.88207547],[ 0.875  0.935],[ 0.90206186  0.90776699],100,0.1
79,rbf,[ 0.921875    0.88942308],[ 0.885  0.925],[ 0.90306122  0.90686275],100,1
79,rbf,[ 0.90625  0.875  ],[ 0.87  0.91],[ 0.8877551   0.89215686],100,10
79,rbf,[ 0.87179487  0.85365854],[ 0.85   0.875],[ 0.86075949  0.86419753],100,100
79,rbf,[ 0.89634146  0.77542373],[ 0.735  0.915],[ 0.80769231  0.83944954],100,1000
79,rbf,[ 0.93548387  0.87850467],[ 0.87  0.94],[ 0.9015544   0.90821256],1000,0.001
79,rbf,[ 0.93121693  0.88625592],[ 0.88   0.935],[ 0.90488432  0.90997567],1000,0.01
79,rbf,[ 0.93513514  0.8744186 ],[ 0.865  0.94 ],[ 0.8987013  0.9060241],1000,0.1
79,rbf,[ 0.91752577  0.89320388],[ 0.89  0.92],[ 0.9035533   0.90640394],1000,1
79,rbf,[ 0.9047619   0.86255924],[ 0.855  0.91 ],[ 0.87917738  0.88564477],1000,10
79,rbf,[ 0.82446809  0.78773585],[ 0.775  0.835],[ 0.79896907  0.81067961],1000,100
79,rbf,[ 0.88050314  0.75103734],[ 0.7    0.905],[ 0.77994429  0.82086168],1000,1000
80,linear,[ 0.90217391  0.84259259],[ 0.83  0.91],[ 0.86458333  0.875     ],0.01
80,linear,[ 0.9076087   0.84722222],[ 0.835  0.915],[ 0.86979167  0.87980769],0.1
80,linear,[ 0.9         0.86190476],[ 0.855  0.905],[ 0.87692308  0.88292683],1
80,linear,[ 0.88383838  0.87623762],[ 0.875  0.885],[ 0.87939698  0.88059701],10
80,linear,[ 0.89285714  0.87745098],[ 0.875  0.895],[ 0.88383838  0.88613861],100
80,linear,[ 0.88832487  0.87684729],[ 0.875  0.89 ],[ 0.88161209  0.88337469],1000
80,sigmoid,[ 0.89893617  0.85377358],[ 0.845  0.905],[ 0.87113402  0.87864078],0.01,0.001
80,sigmoid,[ 0.89893617  0.85377358],[ 0.845  0.905],[ 0.87113402  0.87864078],0.01,0.01
80,sigmoid,[ 0.89839572  0.84976526],[ 0.84   0.905],[ 0.86821705  0.87651332],0.01,0.1
80,sigmoid,[ 0.93251534  0.79746835],[ 0.76   0.945],[ 0.83746556  0.86498856],0.01,1
